host_response_time,host_response_rate,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,count_total
within a few hours,100,t,1,Central Area,47.61398129,-122.2967398,House,Private room,2,1,1,1,75,150,15,1,15,2,30,60,90,365,30,98,10,10,10,10,10,10,f,moderate,788
within an hour,96,t,10,Central Area,47.61893324,-122.2998512,Townhouse,Entire home/apt,9,2.5,3,6,250,1000,150,7,25,1,26,56,86,361,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,856
within an hour,96,t,10,Central Area,47.62088255,-122.2977449,Condominium,Entire home/apt,4,1,1,2,150,500,80,2,25,2,30,60,90,365,10,98,10,10,10,10,10,10,f,strict,852
within an hour,100,t,3,Central Area,47.61119778,-122.3010867,Apartment,Entire home/apt,2,1,1,1,89,0,45,0,0,1,5,12,42,118,25,98,10,10,10,10,10,10,f,flexible,641
within an hour,100,t,1,Central Area,47.60810282,-122.2970611,House,Entire home/apt,4,1,1,2,120,100,40,2,10,2,13,43,73,134,27,98,10,10,10,10,9,9,f,moderate,566
within an hour,96,t,10,Central Area,47.61710244,-122.2965592,Townhouse,Entire home/apt,7,1.5,2,5,150,500,100,4,25,2,30,60,90,365,4,100,10,10,10,10,10,10,f,strict,842
N/A,94.88888889,t,1,Central Area,47.61831634,-122.2900493,Apartment,Private room,2,1,1,1,169,250,0,0,0,2,30,60,90,365,42,97,10,10,10,10,10,9,f,strict,681
within an hour,100,t,1,Central Area,47.61635682,-122.291336,House,Private room,2,1,1,1,79,100,60,2,30,2,3,24,54,143,36,97,10,10,10,10,10,10,t,moderate,824
N/A,94.88888889,t,3,Central Area,47.61356638,-122.2900576,Cabin,Private room,1,1,1,1,125,0,0,1,0,2,0,0,0,247,11,98,10,10,10,10,10,10,f,strict,282
within a few hours,90,t,1,Central Area,47.60926371,-122.2857323,House,Private room,2,1,1,1,80,0,25,1,0,1,27,57,87,360,78,97,10,10,10,10,10,10,f,flexible,680
within a few hours,90,t,2,Central Area,47.60823705,-122.2900896,House,Private room,2,1,1,1,97,0,0,2,10,2,9,39,69,344,58,98,10,10,10,10,10,10,f,flexible,252
within a few hours,88,t,1,Central Area,47.61316307,-122.2823255,House,Private room,2,1,1,1,58,0,30,1,75,1,0,0,0,274,11,100,10,10,10,10,10,10,f,moderate,452
within an hour,100,t,2,Central Area,47.61708715,-122.2931394,House,Private room,2,1,1,1,125,150,25,2,25,3,0,0,0,0,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,579
within an hour,100,t,13,Central Area,47.6150055,-122.2900015,House,Entire home/apt,10,3.5,5,7,350,500,250,1,0,3,23,49,76,332,3,93,9,10,8,9,9,9,t,strict,93
within a few hours,100,t,1,Central Area,47.60907002,-122.2961326,House,Entire home/apt,6,1,2,2,125,100,35,2,25,1,30,60,90,365,31,99,10,10,10,10,10,10,f,moderate,509
within an hour,100,t,2,Central Area,47.61632845,-122.2954818,House,Private room,3,1,1,2,69,150,25,2,20,1,30,60,90,365,29,96,9,10,10,10,10,10,f,moderate,769
within an hour,100,t,2,Central Area,47.60814372,-122.2919629,Apartment,Entire home/apt,4,1,2,2,75,200,25,2,25,1,21,21,21,170,63,97,10,10,10,10,10,10,f,strict,683
within an hour,80,t,1,Central Area,47.61553436,-122.2830025,Apartment,Entire home/apt,4,1,1,2,115,150,60,2,19,2,29,49,79,354,11,100,10,10,10,10,10,10,t,moderate,491
within a few hours,100,t,1,Central Area,47.61835336,-122.287456,House,Private room,4,1,1,2,115,0,50,2,8,2,19,44,74,160,53,97,10,10,10,10,10,10,f,strict,621
N/A,94.88888889,t,1,University District,47.67205628,-122.3177189,Apartment,Entire home/apt,2,1,2,2,98,0,50,1,0,3,0,0,0,0,9,100,9,10,10,10,10,10,f,flexible,277
within an hour,100,t,13,University District,47.66757538,-122.3187156,House,Entire home/apt,12,3.5,5,7,350,500,250,1,0,3,20,43,73,331,1,100,10,10,10,10,10,10,t,strict,91
within an hour,100,t,1,University District,47.66818255,-122.3173717,Apartment,Entire home/apt,3,1,1,1,112,500,75,2,20,2,8,36,36,118,40,99,10,10,10,10,10,10,f,strict,833
within a few hours,100,t,1,University District,47.66580428,-122.3208876,House,Entire home/apt,3,1,1,2,79,400,75,1,10,5,24,50,80,143,17,98,10,10,10,10,9,9,f,strict,343
within an hour,100,t,2,University District,47.66852258,-122.315454,House,Private room,2,1,1,1,78,0,0,2,20,2,26,56,86,361,18,98,10,10,10,10,10,10,t,moderate,365
within an hour,100,t,2,University District,47.66833788,-122.315186,House,Private room,2,1,1,1,70,0,0,2,20,2,28,58,88,363,18,99,10,10,10,10,10,10,t,moderate,182
N/A,94.88888889,t,1,University District,47.66448575,-122.3046706,Apartment,Shared room,2,1,1,1,59,0,0,1,26,1,15,45,75,171,146,98,10,10,10,10,9,10,f,moderate,701
within a day,75,t,1,Central Area,47.61893903,-122.2921234,House,Private room,2,1,1,1,88,0,30,3,15,1,30,60,90,361,93,96,10,9,10,10,9,10,f,moderate,853
within an hour,90,t,1,Central Area,47.62543446,-122.2904389,House,Entire home/apt,4,1,2,2,168,250,45,4,20,1,5,33,61,150,75,100,10,10,10,10,10,10,t,moderate,805
within a few hours,100,t,1,Central Area,47.62302601,-122.2952981,Apartment,Entire home/apt,2,1,0,1,80,100,25,1,0,2,19,38,51,303,25,99,10,10,10,10,10,10,f,strict,474
N/A,94.88888889,t,3,Central Area,47.61839318,-122.2867806,House,Private room,1,1,1,1,165,250,0,1,0,2,0,0,0,216,1,100,10,10,10,10,10,10,f,strict,222
within a few hours,100,t,1,Central Area,47.62536071,-122.2915178,House,Entire home/apt,2,1,1,1,79,0,6,2,30,1,10,36,62,337,270,98,10,10,10,10,10,10,t,strict,456
within an hour,100,t,1,Central Area,47.60950173,-122.3117716,Apartment,Entire home/apt,2,1,0,1,95,0,50,1,0,3,20,50,80,351,68,98,10,10,10,10,10,10,f,moderate,547
N/A,94.88888889,t,1,Central Area,47.61562815,-122.3078369,House,Private room,2,1,1,1,110,0,30,1,0,3,30,60,90,365,43,99,10,10,10,10,10,9,f,strict,415
within a day,100,t,3,Central Area,47.61397307,-122.3078883,Townhouse,Entire home/apt,6,3.5,3,3,203,750,140,1,0,7,16,18,19,235,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,414
within an hour,100,t,1,Central Area,47.60844249,-122.310376,House,Entire home/apt,5,1,1,2,145,0,100,4,25,2,30,56,80,331,15,99,10,10,10,10,10,9,f,moderate,463
within an hour,100,t,2,Central Area,47.60308859,-122.305234,Apartment,Entire home/apt,4,1,1,2,79,300,70,2,20,1,26,56,86,361,104,95,10,10,10,10,8,9,f,moderate,362
within an hour,83,t,4,Central Area,47.60581271,-122.3040398,House,Entire home/apt,7,2.5,3,4,330,300,75,6,25,1,0,0,0,135,4,100,10,10,10,10,10,10,f,strict,734
within a few hours,100,t,5,Central Area,47.60679614,-122.3090857,House,Entire home/apt,8,3,4,4,350,200,120,1,0,1,9,39,69,332,7,94,10,10,10,9,10,9,f,strict,585
within an hour,100,t,1,Central Area,47.61025306,-122.3050493,House,Private room,2,1,1,1,75,0,35,1,0,2,30,60,90,365,71,97,10,10,10,10,10,10,t,strict,550
within an hour,83,t,4,Central Area,47.60440567,-122.3054291,House,Private room,2,1,1,1,130,150,30,2,25,1,0,0,0,131,5,96,10,10,10,10,9,10,f,strict,813
within a day,75,t,2,Central Area,47.61600214,-122.3080604,House,Private room,2,1.5,1,1,72,150,30,2,20,2,17,41,71,346,94,98,10,10,10,10,10,10,f,strict,497
within an hour,100,t,1,Central Area,47.60590764,-122.3139468,House,Private room,2,1.5,1,1,70,0,15,1,10,1,16,46,76,351,136,97,10,10,10,10,9,9,f,moderate,475
within an hour,100,t,2,Central Area,47.61687399,-122.3032697,House,Private room,2,1.5,1,1,58,0,30,1,0,1,16,46,76,165,49,95,10,10,10,10,9,10,f,flexible,439
within a few hours,100,t,5,Central Area,47.60620715,-122.3068346,House,Private room,2,2,1,1,58,200,30,1,0,2,17,47,77,342,68,100,10,10,10,10,10,10,f,strict,652
within a few hours,80,t,2,Central Area,47.6097965,-122.3153297,House,Private room,1,1,1,1,100,200,35,1,0,1,0,0,0,120,4,100,10,10,9,10,10,10,f,moderate,393
within an hour,100,t,1,Central Area,47.61040169,-122.313874,Loft,Entire home/apt,2,1,0,1,110,0,0,0,0,2,4,6,14,14,34,96,10,10,10,10,10,9,t,strict,656
within an hour,100,t,1,Central Area,47.60415027,-122.3032345,Townhouse,Private room,2,1,1,1,69,300,25,1,5,2,28,58,88,363,29,97,10,10,10,10,9,10,f,strict,667
within an hour,100,t,1,Central Area,47.61122138,-122.3069443,House,Entire home/apt,6,1,2,3,165,250,60,4,20,2,26,56,86,235,47,100,10,10,10,10,10,10,f,strict,652
within an hour,100,t,3,Central Area,47.61180057,-122.3141614,House,Private room,2,1,1,1,69,0,25,0,0,1,6,14,44,120,94,99,10,10,10,10,10,10,f,flexible,774
within a few hours,100,t,5,Central Area,47.60794615,-122.3075402,House,Private room,2,2,1,1,70,200,30,1,0,2,15,45,75,340,52,100,10,10,10,10,10,10,f,strict,641
within an hour,83,t,4,Central Area,47.60409559,-122.3054089,House,Private room,2,1,1,1,105,115,25,2,0,1,0,0,0,0,8,100,10,9,10,10,9,10,f,strict,800
within a few hours,100,t,5,Central Area,47.6064609,-122.3074784,House,Private room,2,3,1,1,111,200,30,2,0,2,23,53,83,343,75,100,10,10,10,10,10,10,f,strict,901
within an hour,83,t,4,Central Area,47.60632184,-122.3055772,House,Private room,2,1,1,2,108,120,25,2,0,1,0,0,0,135,8,100,10,10,10,10,10,10,f,strict,806
within a day,90,t,1,Central Area,47.60550178,-122.3038369,Apartment,Private room,2,1,1,1,82,0,0,1,0,2,2,23,49,321,24,98,10,10,10,10,9,10,f,strict,481
within an hour,100,t,3,Central Area,47.61243073,-122.3158974,House,Private room,2,1,1,1,59,0,25,0,0,1,2,9,30,99,95,98,10,10,10,10,10,10,f,flexible,781
within an hour,100,t,1,Central Area,47.61587834,-122.307739,Townhouse,Private room,2,1,1,1,90,0,30,1,0,1,30,60,90,365,27,100,10,10,10,10,10,10,f,moderate,281
within an hour,100,t,1,Central Area,47.61092049,-122.3134896,Apartment,Entire home/apt,4,1,1,1,120,150,50,2,20,2,26,52,77,334,30,99,10,10,10,10,10,10,f,flexible,621
within an hour,67,t,1,Central Area,47.61046729,-122.3110913,House,Private room,2,1,1,1,92,0,29,1,29,1,0,0,0,92,28,99,10,10,10,10,10,10,f,strict,544
within a day,100,t,3,Central Area,47.614168,-122.3074669,House,Private room,1,1,1,1,79,200,80,1,0,7,28,31,58,333,10,96,10,10,9,9,10,9,f,moderate,422
within a day,75,t,2,Central Area,47.61422859,-122.3083819,House,Private room,2,1.5,1,1,72,150,30,2,20,2,21,49,79,354,39,95,10,10,9,9,9,9,f,strict,377
within a few hours,96,t,4,Central Area,47.60262175,-122.3085165,Townhouse,Entire home/apt,6,1.5,2,3,122,250,49,2,15,1,24,49,74,349,3,100,10,10,10,10,10,10,f,moderate,639
within a few hours,100,t,5,Central Area,47.60761884,-122.3083246,House,Private room,2,3,1,1,87,200,30,1,0,2,17,47,77,340,49,99,10,10,10,10,10,10,f,strict,581
within a few hours,80,t,2,Central Area,47.60712102,-122.3104627,House,Private room,1,1,1,1,90,200,35,1,0,3,30,60,89,89,32,95,9,9,9,10,10,9,f,moderate,515
within an hour,96,t,10,Central Area,47.61704032,-122.3028063,Townhouse,Entire home/apt,8,3.5,3,5,325,500,125,6,25,1,30,60,90,365,1,100,10,10,10,10,10,10,f,strict,865
within an hour,92,t,1,Central Area,47.60230148,-122.3071731,Loft,Entire home/apt,10,2.5,2,8,425,0,85,4,25,1,21,49,78,188,32,96,10,10,10,10,9,10,t,strict,659
within an hour,100,t,1,Central Area,47.60959625,-122.3164374,House,Entire home/apt,6,2.5,3,4,220,250,125,6,10,3,25,52,74,318,25,96,10,10,10,10,10,10,f,strict,629
within a few hours,89,t,1,Central Area,47.61155082,-122.3068164,House,Private room,2,1,1,1,90,0,35,2,15,1,23,46,76,351,18,100,10,10,10,10,10,10,t,moderate,580
within an hour,100,t,1,Central Area,47.61210627,-122.3041249,Apartment,Entire home/apt,3,1,1,2,125,700,30,2,10,3,1,14,14,251,20,100,10,10,10,10,10,10,f,strict,841
within a few hours,100,t,1,Central Area,47.61237958,-122.3137424,House,Entire home/apt,4,1.5,1,2,200,350,75,2,10,2,30,60,90,365,40,98,10,10,10,10,10,9,f,moderate,840
within an hour,100,t,1,Central Area,47.61441923,-122.3067207,Apartment,Entire home/apt,5,1,1,1,90,350,45,2,15,3,27,57,87,350,51,97,10,10,10,10,9,9,f,strict,901
within an hour,100,t,1,Central Area,47.60863925,-122.3065334,Apartment,Entire home/apt,4,1,1,3,150,300,125,2,25,1,25,49,79,231,36,99,10,10,10,10,10,10,t,strict,610
within an hour,100,t,1,Central Area,47.61250123,-122.3096554,Apartment,Entire home/apt,2,1,1,1,170,0,0,2,20,3,30,60,90,365,31,96,10,9,10,10,10,9,f,moderate,728
within an hour,100,t,5,Central Area,47.59515432,-122.2966662,House,Private room,2,1,1,1,90,0,30,2,0,1,0,0,20,20,1,100,10,10,10,10,10,10,f,strict,515
within a few hours,100,t,2,Central Area,47.60781103,-122.2957674,House,Private room,2,1,1,1,65,0,0,2,0,2,7,20,32,280,158,98,10,10,10,10,9,10,f,flexible,557
within a few hours,100,t,2,Central Area,47.60744831,-122.2938155,Loft,Entire home/apt,2,1,0,1,79,0,0,1,0,3,6,25,38,292,62,99,10,10,10,10,9,10,f,flexible,631
within an hour,100,t,5,Central Area,47.59537123,-122.2967295,House,Private room,2,1,1,1,80,0,30,2,0,1,0,0,20,20,2,60,9,6,9,9,9,6,f,strict,516
within a few hours,90,t,3,Central Area,47.59259852,-122.2955471,House,Private room,3,1.5,1,1,65,175,15,1,29,1,30,60,90,365,7,100,10,10,10,10,10,9,f,strict,459
within an hour,100,t,4,Central Area,47.60382449,-122.2932511,House,Private room,2,2,1,1,59,0,0,1,25,2,30,60,90,365,34,96,10,10,10,10,10,10,f,flexible,846
within a few hours,90,t,3,Central Area,47.59172642,-122.2959851,House,Private room,3,1.5,1,1,59,175,16,1,29,1,30,60,90,365,15,95,10,9,10,10,9,9,f,strict,529
within an hour,100,t,2,Central Area,47.60639203,-122.2906124,House,Entire home/apt,6,2,3,3,200,200,75,6,20,2,0,0,0,0,20,100,10,10,10,10,10,10,f,strict,640
within a few hours,90,t,2,Central Area,47.60778218,-122.2892843,Apartment,Private room,2,1,1,1,109,0,0,1,0,2,0,0,0,240,20,98,10,10,9,10,10,9,t,moderate,164
within an hour,100,t,4,Central Area,47.60475367,-122.2943826,House,Private room,2,2,1,1,55,0,0,1,25,2,30,60,90,365,33,97,10,10,10,10,10,10,f,flexible,728
within an hour,100,t,4,Central Area,47.60429647,-122.2943586,House,Private room,1,2,1,1,44,0,0,0,0,2,18,48,78,353,41,99,10,10,10,10,10,10,f,flexible,564
within an hour,100,t,13,Central Area,47.60437922,-122.2911153,House,Entire home/apt,12,3.5,5,8,350,500,250,1,0,7,18,40,70,292,2,100,10,10,10,10,10,10,f,strict,93
within an hour,100,t,5,Central Area,47.59697059,-122.2964817,House,Entire home/apt,10,3.5,3,3,300,300,110,8,0,1,15,24,45,302,31,97,10,10,10,10,9,10,t,strict,504
within an hour,100,t,5,Central Area,47.59522339,-122.2966367,House,Entire home/apt,10,3.5,3,3,285,300,110,1,0,1,19,49,79,350,2,100,9,10,10,10,9,10,t,strict,513
within an hour,100,t,1,Central Area,47.59770094,-122.2919996,Apartment,Entire home/apt,5,1,1,3,159,300,60,2,10,2,20,50,80,250,34,100,10,10,10,10,10,10,f,strict,477
a few days or more,33,t,1,Central Area,47.6046968,-122.2854892,House,Entire home/apt,5,1,3,3,225,1000,150,4,25,2,30,60,90,365,55,98,10,10,10,10,10,10,f,flexible,295
within an hour,100,t,1,Central Area,47.59176977,-122.2922878,Apartment,Entire home/apt,3,1,1,1,79,250,35,2,25,1,28,58,87,87,27,96,9,10,9,10,9,9,f,moderate,178
within an hour,100,t,4,Central Area,47.60574573,-122.2928299,House,Private room,2,2,1,1,49,0,0,1,25,2,30,60,90,365,42,97,10,10,10,10,9,10,f,flexible,743
within an hour,100,t,13,Central Area,47.59379732,-122.3051488,House,Entire home/apt,6,2.5,2,4,196,0,110,1,0,3,22,52,82,269,27,98,10,10,10,10,9,10,t,strict,351
within an hour,100,t,1,Central Area,47.59142846,-122.3017387,House,Entire home/apt,4,1.5,2,2,125,100,80,2,20,2,30,60,90,365,15,99,10,10,10,10,10,10,f,strict,461
within an hour,100,t,2,Central Area,47.59515922,-122.3090613,House,Private room,2,1,1,1,69,200,20,1,0,1,22,52,82,168,19,98,10,10,10,10,10,10,f,strict,872
within an hour,94,t,1,Central Area,47.59197874,-122.3071759,House,Entire home/apt,2,1,1,1,90,0,15,1,0,1,16,44,74,163,141,96,10,10,10,10,9,10,t,moderate,343
within an hour,100,t,2,Central Area,47.59958299,-122.3131538,Cabin,Entire home/apt,4,1,0,2,95,250,25,1,15,2,0,0,12,203,38,97,10,10,10,10,9,10,t,strict,639
within an hour,100,t,5,Central Area,47.59696031,-122.2981652,House,Private room,2,1,1,1,80,0,0,2,0,1,0,0,20,20,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,515
within an hour,100,t,1,Central Area,47.59578066,-122.3096529,Loft,Entire home/apt,4,1,0,2,170,0,50,2,5,1,9,35,63,152,80,99,10,10,10,10,9,10,f,moderate,778
within an hour,100,t,3,Central Area,47.59856675,-122.307544,Apartment,Private room,2,1,1,1,60,0,15,2,5,1,5,5,5,132,25,98,10,10,10,10,9,10,t,moderate,228
within an hour,100,t,2,Central Area,47.59933473,-122.3113683,House,Private room,2,1,1,1,70,0,0,1,15,2,30,60,90,362,183,97,10,10,10,10,9,10,t,moderate,700
within an hour,100,t,3,Central Area,47.60044106,-122.3092233,Apartment,Entire home/apt,2,1,1,1,80,0,30,2,7,1,0,0,0,26,1,100,10,10,10,10,10,10,f,moderate,84
within an hour,100,t,2,Central Area,47.59412508,-122.3086619,House,Private room,4,1,1,2,69,200,20,2,35,1,22,52,82,171,61,98,10,10,10,10,9,10,f,strict,881
within a day,100,t,1,Downtown,47.60979836,-122.340368,Condominium,Private room,2,2,1,1,95,0,30,1,0,1,21,51,80,80,43,95,9,9,10,10,10,10,f,strict,617
within a few hours,100,t,2,Downtown,47.61217391,-122.3433935,Apartment,Entire home/apt,4,2.5,2,2,557,780,180,4,0,6,30,60,90,364,31,99,10,10,10,10,10,10,f,strict,378
within an hour,100,t,1,Downtown,47.60866344,-122.3413011,Apartment,Entire home/apt,6,1,1,3,160,100,25,2,15,1,26,55,85,336,48,98,10,10,10,10,10,9,t,strict,550
within an hour,100,t,48,Downtown,47.60969349,-122.3419973,Apartment,Entire home/apt,3,1,1,1,199,300,60,2,20,2,27,57,87,148,50,94,10,10,10,10,10,9,f,strict,416
within an hour,100,t,4,Downtown,47.60800146,-122.3398458,Apartment,Entire home/apt,4,2,2,2,299,300,64,1,0,2,22,50,79,79,26,98,10,10,10,10,10,10,f,strict,459
within an hour,100,t,1,Cascade,47.64482057,-122.3274884,House,Entire home/apt,3,1,1,2,135,500,75,2,20,2,24,54,76,351,16,98,10,10,10,10,10,10,t,strict,566
within an hour,100,t,4,Cascade,47.6409173,-122.3233215,Apartment,Entire home/apt,4,1,2,2,110,500,100,1,0,3,16,37,51,323,6,100,10,10,10,10,9,10,t,strict,620
within an hour,100,t,2,Cascade,47.64338999,-122.3258219,Apartment,Entire home/apt,2,1,1,1,138,300,50,2,0,2,21,39,69,155,188,100,10,10,10,10,10,10,t,strict,587
within an hour,100,t,2,Cascade,47.6394781,-122.3259309,Apartment,Entire home/apt,4,1,1,1,95,0,0,2,10,2,21,51,81,356,26,98,10,10,10,10,10,10,f,strict,347
within an hour,100,t,4,Cascade,47.63897301,-122.3248878,Apartment,Entire home/apt,4,1,1,1,95,500,70,2,10,3,14,25,55,330,47,95,10,10,10,10,10,10,t,strict,304
within a day,100,t,1,Cascade,47.63828959,-122.3278954,Apartment,Entire home/apt,3,1,1,1,140,0,35,2,10,2,29,59,89,364,20,96,10,10,10,10,10,9,f,moderate,525
within an hour,100,t,4,Cascade,47.63963508,-122.3244524,Apartment,Entire home/apt,4,1,2,2,125,500,100,1,0,3,16,38,68,331,81,98,10,10,10,10,10,10,t,strict,318
within an hour,100,t,1,Cascade,47.64011694,-122.326567,Condominium,Entire home/apt,4,1.5,2,3,129,0,35,4,0,1,1,1,1,125,2,100,10,10,10,10,10,10,f,flexible,129
within a day,70,t,2,Cascade,47.64156091,-122.3270726,Apartment,Entire home/apt,2,1,0,1,82,0,30,2,15,3,0,20,42,314,41,95,10,10,10,10,10,10,f,moderate,573
within an hour,100,t,2,Cascade,47.64454557,-122.3255229,Apartment,Entire home/apt,2,1,1,1,115,300,50,2,0,2,28,44,74,102,146,98,10,10,10,10,10,10,t,strict,641
within a few hours,100,t,1,Cascade,47.64715015,-122.322739,Cabin,Entire home/apt,8,1,2,4,300,100,0,1,0,2,25,55,85,297,43,98,10,10,10,10,9,10,t,moderate,762
N/A,94.88888889,t,1,Cascade,47.61991685,-122.3461084,Apartment,Shared room,1,2,1,1,100,0,0,1,0,1,30,60,90,365,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,moderate,439
within an hour,100,t,48,Cascade,47.62013508,-122.3370193,Apartment,Entire home/apt,4,1,1,1,183,300,60,2,30,2,1,2,2,178,20,96,10,10,10,10,10,9,f,strict,327
within an hour,100,t,48,Cascade,47.61994409,-122.3385515,Apartment,Entire home/apt,3,1,1,1,183,300,60,2,30,2,4,34,64,126,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,98
within an hour,100,t,48,Cascade,47.61971806,-122.3372047,Apartment,Entire home/apt,3,1,1,1,183,300,60,2,30,2,21,25,54,115,26,98,10,10,10,10,10,10,f,strict,356
within an hour,100,t,48,Cascade,47.62027939,-122.3392147,Apartment,Entire home/apt,3,1,1,1,183,300,60,2,30,2,5,33,63,121,6,100,10,10,10,10,10,9,f,strict,342
within an hour,100,t,1,Magnolia,47.65103145,-122.3850038,Townhouse,Entire home/apt,10,3.5,3,5,333,360,130,6,30,1,30,60,90,352,29,94,10,10,10,10,9,10,t,moderate,551
within an hour,100,t,1,Magnolia,47.66403531,-122.4037501,House,Private room,2,1,1,1,70,0,0,1,0,1,29,59,89,364,39,98,10,10,10,10,10,10,f,flexible,557
within a few hours,100,t,3,Magnolia,47.65398031,-122.3955475,House,Entire home/apt,4,1,1,2,97,500,120,4,10,2,2,32,62,337,0,94.53926206,9.636392405,9.556398104,9.786708861,9.80959899,9.608915586,9.452245414,f,strict,913
within an hour,100,t,13,Magnolia,47.65061812,-122.4031198,House,Entire home/apt,12,3.5,5,7,350,500,250,1,0,3,25,55,85,324,3,100,10,9,9,10,9,10,f,strict,71
within a few hours,100,t,1,Magnolia,47.66056383,-122.401864,House,Entire home/apt,3,1,1,1,150,0,0,1,0,1,30,60,90,365,64,100,10,10,10,10,10,10,f,flexible,641
within an hour,100,t,2,Magnolia,47.64789129,-122.4087649,Apartment,Entire home/apt,9,1.5,0,4,95,375,100,2,35,4,30,60,90,179,9,84,8,9,10,9,9,7,f,strict,495
within an hour,100,t,2,Magnolia,47.64709029,-122.4085553,House,Entire home/apt,15,4,4,7,172,750,150,2,35,1,30,60,90,365,19,97,9,10,9,10,10,9,f,strict,580
within an hour,100,t,13,Magnolia,47.65168581,-122.4045734,House,Entire home/apt,12,3.5,5,7,350,500,250,1,0,3,20,47,77,331,1,100,10,10,10,10,10,10,f,strict,71
within an hour,100,t,4,Downtown,47.61570241,-122.332627,Apartment,Entire home/apt,3,1,1,1,144,300,60,2,20,2,2,2,4,93,28,99,10,10,10,10,10,10,t,strict,175
within an hour,100,t,4,Downtown,47.61805329,-122.3375544,Apartment,Entire home/apt,3,1,1,1,150,300,60,2,20,2,30,60,90,173,19,97,10,10,10,10,10,9,t,strict,175
within an hour,100,t,2,Downtown,47.61494348,-122.3406782,Apartment,Entire home/apt,2,1,0,1,129,300,61,2,0,2,21,51,81,199,31,98,10,10,10,10,10,9,f,strict,810
