"host_response_time","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space"
"within a day","f",1,1,"Broadway","Capitol Hill",47.62547309,-122.3130263,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",85,0,10,1,0,1,0,3,3,30,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.81,42,184,64
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61742598,-122.3267563,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",199,500,100,2,20,2,30,60,90,365,110,97,10,10,10,10,10,9,"t","strict","f","t",1,1.71,28,170,170
"N/A","f",1,1,"Broadway","Capitol Hill",47.62190186,-122.3230614,"Townhouse","Entire home/apt",4,1,2,2,"Real Bed",250,0,0,1,0,1,0,0,0,2,1,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0.26,43,99,37
"within a few hours","f",4,4,"Broadway","Capitol Hill",47.61993522,-122.3183405,"House","Entire home/apt",4,1,2,2,"Real Bed",159,250,40,1,0,1,30,59,89,364,18,100,10,10,10,10,10,10,"f","strict","f","f",4,2.47,37,159,115
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62588997,-122.3166568,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,0,0,1,0,7,22,52,81,81,8,100,10,10,10,10,10,10,"f","flexible","f","f",1,2.53,33,33,0
"within an hour","f",1,1,"Broadway","Capitol Hill",47.62389536,-122.3256067,"Apartment","Shared room",2,1.5,1,1,"Pull-out Sofa",45,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,42,42,0
"N/A","f",1,1,"Broadway","Capitol Hill",47.62396875,-122.3144615,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,0,0,1,0,1,0,0,0,106,2,90,9,9,10,10,10,10,"f","flexible","f","f",1,0.57,36,36,0
"within an hour","f",7,7,"Broadway","Capitol Hill",47.61635697,-122.3263329,"Condominium","Entire home/apt",6,1,2,3,"Real Bed",109,150,100,2,25,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",2,0,40,163,162
"within a few hours","f",1,1,"Broadway","Capitol Hill",47.62058302,-122.3233344,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",110,0,35,1,0,1,0,0,0,61,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,42,169,77
"within an hour","f",8,8,"Broadway","Capitol Hill",47.62202056,-122.3239854,"Apartment","Entire home/apt",4,NA,1,1,"Real Bed",119,200,88,1,0,2,30,60,90,365,41,94,10,10,10,10,10,9,"f","strict","f","f",7,0.99,9,173,174
"within a day","f",1,1,"Broadway","Capitol Hill",47.62924269,-122.3272027,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,0,65,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,37,164,57
"N/A","f",2,2,"Broadway","Capitol Hill",47.61926924,-122.3131715,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",60,0,0,1,0,1,0,0,0,0,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,42,157,26
"within an hour","f",1,1,"Broadway","Capitol Hill",47.6174456,-122.3267833,"Apartment","Entire home/apt",2,2,2,2,"Real Bed",150,0,0,1,0,10,0,0,0,233,2,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.29,22,22,0
"within an hour","f",1,1,"Broadway","Capitol Hill",47.61869802,-122.3218204,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",115,0,0,2,5,1,0,4,33,33,2,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.92,41,193,163
"within an hour","f",1,1,"Broadway","Capitol Hill",47.6221162,-122.3280297,"Apartment","Entire home/apt",4,1,0,2,"Real Bed",100,95,30,1,15,1,30,60,90,365,7,86,10,10,10,10,9,8,"f","flexible","f","f",1,1.39,41,145,32
"N/A","f",1,1,"Broadway","Capitol Hill",47.61953599,-122.3132902,"Apartment","Entire home/apt",5,1,4,4,"Real Bed",200,250,100,1,0,1,0,0,0,177,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.23,40,175,143
"within a day","f",1,1,"Broadway","Capitol Hill",47.62072669,-122.3165735,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",89,0,50,1,0,28,0,0,0,121,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,39,157,123
"within a day","f",1,1,"Broadway","Capitol Hill",47.62416288,-122.3246289,"Apartment","Shared room",2,1,1,1,"Couch",60,0,0,1,0,1,0,0,0,275,14,92,9,9,10,10,10,10,"f","flexible","f","f",1,1.49,43,43,0
"N/A","f",1,1,"Broadway","Capitol Hill",47.62213327,-122.3283069,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",110,0,20,1,0,2,12,24,42,79,15,97,10,9,10,10,10,9,"f","moderate","f","f",1,0.72,43,43,0
"within a day","f",1,1,"Broadway","Capitol Hill",47.62437141,-122.3144936,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,0,0,1,0,1,2,2,2,130,3,100,10,10,10,10,10,10,"f","strict","f","f",1,0.65,42,185,68
"N/A","f",1,1,"Broadway","Capitol Hill",47.61763327,-122.3147886,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",189,0,0,2,20,2,30,60,89,89,2,100,10,10,10,8,10,10,"f","strict","f","f",1,0.37,33,177,178
"within a day","f",2,2,"Broadway","Capitol Hill",47.61373021,-122.3171755,"Apartment","Private room",2,1,1,1,"Real Bed",99,100,50,1,0,3,0,0,0,261,2,100,9,10,10,10,10,9,"f","strict","f","f",2,0.5,39,39,0
"N/A","f",1,1,"Broadway","Capitol Hill",47.62392189,-122.3247076,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",175,100,50,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,47,199,93
"within a few hours","f",1,1,"Loyal Heights","Ballard",47.67876138,-122.3830886,"House","Entire home/apt",2,1,0,1,"Pull-out Sofa",80,0,10,2,25,1,22,52,82,357,9,98,10,10,10,10,10,10,"f","flexible","f","f",1,2.73,40,169,56
"within an hour","f",4,4,"Loyal Heights","Ballard",47.68344123,-122.3775858,"Apartment","Entire home/apt",4,1,1,4,"Real Bed",105,500,75,3,15,2,3,33,63,259,4,100,10,10,10,10,10,10,"t","strict","f","f",3,1.22,36,169,86
"within an hour","f",3,3,"Loyal Heights","Ballard",47.67978818,-122.3872023,"House","Entire home/apt",6,1,2,3,"Real Bed",98,0,75,1,0,1,27,57,87,358,2,90,10,10,10,10,10,10,"t","flexible","f","f",1,1.71,45,186,138
"within a day","f",1,1,"Loyal Heights","Ballard",47.68438595,-122.3873179,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,0,50,2,25,2,0,0,0,132,3,100,10,9,10,10,10,10,"f","flexible","f","f",1,0.49,44,139,0
"within an hour","f",2,2,"Loyal Heights","Ballard",47.67634538,-122.3901544,"House","Private room",2,1,1,1,"Real Bed",49,150,0,1,0,1,26,56,86,361,18,92,10,9,10,9,10,10,"f","strict","f","f",2,4.82,38,171,111
"within a few hours","f",4,4,"Loyal Heights","Ballard",47.6782472,-122.3914546,"House","Entire home/apt",3,1,1,1,"Real Bed",90,0,25,2,20,1,0,5,5,182,6,93,10,9,10,10,9,10,"f","flexible","f","f",1,0.99,41,183,184
"within an hour","f",2,2,"Loyal Heights","Ballard",47.68192738,-122.389966,"House","Private room",2,1,1,1,"Real Bed",55,150,0,1,7,1,26,56,86,361,168,95,10,10,10,10,9,9,"f","moderate","t","t",2,4.93,23,178,168
"within an hour","f",1,1,"Loyal Heights","Ballard",47.68274745,-122.3894703,"House","Private room",4,1,1,1,"Real Bed",85,0,0,2,10,1,15,29,29,234,82,94,10,10,10,10,10,9,"f","moderate","f","f",1,3.35,50,162,147
"within a day","f",2,2,"Loyal Heights","Ballard",47.67780641,-122.3900697,"House","Private room",2,1.5,1,1,"Real Bed",46,0,0,1,0,1,2,32,62,337,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",2,0,50,166,8
"N/A","f",1,1,"Loyal Heights","Ballard",47.68329269,-122.3878909,"House","Private room",2,1,1,1,"Real Bed",60,0,0,1,0,1,29,59,89,364,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,39,172,50
"within a day","f",2,2,"Loyal Heights","Ballard",47.67859874,-122.3892224,"House","Private room",2,1.5,1,1,"Real Bed",46,0,0,1,0,1,2,32,62,337,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",2,0,50,166,8
"N/A","f",1,1,"Loyal Heights","Ballard",47.67918674,-122.3893995,"House","Private room",2,1.5,1,1,"Real Bed",69,0,0,2,20,4,11,40,70,345,10,100,10,9,10,10,10,10,"f","moderate","f","f",1,1.06,27,173,45
"within a day","f",1,1,"Loyal Heights","Ballard",47.68263276,-122.3800317,"House","Private room",2,1,1,1,"Futon",75,0,0,1,0,1,2,32,62,337,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.32,33,33,0
"N/A","f",1,1,"Loyal Heights","Ballard",47.67598536,-122.3923698,"House","Entire home/apt",4,1,1,1,"Real Bed",95,250,75,1,0,4,30,60,90,356,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,19,181,34
"within a day","f",2,2,"Loyal Heights","Ballard",47.6858943,-122.3783817,"House","Private room",2,1,1,1,"Real Bed",55,100,25,1,0,1,28,58,88,363,10,96,10,10,10,9,9,10,"f","moderate","f","f",1,2.36,43,152,7
"within an hour","f",1,1,"Loyal Heights","Ballard",47.68330841,-122.3784279,"House","Private room",2,1,1,1,"Real Bed",49,0,30,1,0,2,13,36,56,325,4,95,10,10,10,10,10,10,"f","moderate","f","f",1,2.73,41,162,124
"within an hour","f",3,3,"Loyal Heights","Ballard",47.68134889,-122.3884782,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",115,95,75,6,25,1,23,53,83,358,9,98,10,10,10,10,10,10,"t","moderate","f","f",1,3.1,37,171,144
"within an hour","f",2,2,"Loyal Heights","Ballard",47.67782688,-122.3901366,"House","Private room",4,1,1,2,"Real Bed",49,150,0,2,20,1,25,55,85,174,18,91,9,9,10,10,10,9,"f","strict","f","f",2,5.63,38,174,122
"within an hour","f",4,4,"Loyal Heights","Ballard",47.68282231,-122.3771141,"Apartment","Entire home/apt",3,1,1,3,"Real Bed",135,750,75,3,15,3,29,59,89,364,3,93,10,10,10,10,9,9,"f","strict","f","f",3,0.9,36,166,89
"within a few hours","f",1,1,"Loyal Heights","Ballard",47.67613238,-122.3878901,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",79,0,0,1,0,2,2,32,62,337,13,94,9,10,10,10,10,10,"f","moderate","f","f",1,3.45,34,171,100
"N/A","f",1,1,"Loyal Heights","Ballard",47.68804808,-122.39231,"House","Entire home/apt",2,1,1,2,"Real Bed",99,0,60,1,0,3,23,29,59,311,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,42,170,175
"within a day","f",4,4,"Loyal Heights","Ballard",47.67653971,-122.3800171,"House","Entire home/apt",12,3,5,6,"Real Bed",435,500,200,8,20,2,0,0,0,203,10,88,9,10,10,10,9,9,"f","strict","f","f",2,0.53,21,162,164
"within a few hours","f",1,1,"Loyal Heights","Ballard",47.6814246,-122.3850389,"House","Entire home/apt",4,1,2,2,"Real Bed",110,800,0,1,0,14,29,59,89,364,4,100,10,10,10,10,10,10,"f","strict","f","f",1,0.79,43,181,62
"N/A","f",1,1,"Loyal Heights","Ballard",47.67748936,-122.3830072,"House","Entire home/apt",2,1,1,1,"Real Bed",130,500,100,1,0,1,0,0,0,72,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","t","t",1,0,29,177,60
"within an hour","f",2,2,"Loyal Heights","Ballard",47.68131827,-122.3907594,"House","Entire home/apt",4,1,2,2,"Real Bed",220,300,0,1,0,2,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","t","t",2,0,36,129,16
"within a day","f",36,36,"Loyal Heights","Ballard",47.67703165,-122.3897883,"House","Entire home/apt",2,1,0,1,"Real Bed",95,0,129,1,0,3,18,28,33,288,5,84,9,9,8,9,8,8,"f","strict","t","t",31,0.67,38,170,75
"within an hour","f",1,1,"Loyal Heights","Ballard",47.67865724,-122.3859632,"House","Entire home/apt",6,3,3,5,"Real Bed",250,500,0,1,0,2,4,14,16,148,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,42,179,180
"N/A","f",1,1,"Loyal Heights","Ballard",47.68477722,-122.3802336,"House","Private room",3,1,1,2,"Real Bed",95,0,0,2,10,3,0,3,33,308,4,90,10,10,10,10,10,10,"f","moderate","f","f",1,0.67,43,179,78
"within a few hours","f",1,1,"Loyal Heights","Ballard",47.67890136,-122.3818633,"House","Entire home/apt",2,1,1,1,"Real Bed",75,0,0,1,0,3,23,53,83,358,64,81,8,7,9,9,9,8,"f","strict","f","f",1,0.95,0,82,82
"within an hour","f",1,1,"Loyal Heights","Ballard",47.68128761,-122.3771811,"Camper/RV","Entire home/apt",2,1,1,1,"Real Bed",75,0,15,1,0,2,26,53,69,69,16,98,10,10,10,10,10,10,"f","flexible","f","f",1,3.1,44,191,189
"N/A","f",1,1,"Loyal Heights","Ballard",47.67813355,-122.3871971,"House","Entire home/apt",4,1.5,2,3,"Real Bed",100,250,75,2,20,14,0,0,0,186,2,100,10,10,10,10,10,10,"f","strict","f","f",1,0.07,0,179,179
"within a few hours","f",1,1,"Loyal Heights","Ballard",47.67736446,-122.3906412,"House","Entire home/apt",5,1,3,3,"Real Bed",175,500,25,2,20,2,8,16,26,301,10,88,9,9,9,10,10,9,"f","flexible","f","f",1,0.52,36,161,169
"within an hour","f",1,1,"Loyal Heights","Ballard",47.68035881,-122.3854772,"Bungalow","Entire home/apt",2,1,0,1,"Real Bed",65,0,0,1,0,1,18,40,63,333,5,100,10,10,10,10,10,10,"f","flexible","f","f",1,4.29,36,182,42
"within a day","f",2,2,"Loyal Heights","Ballard",47.68718043,-122.3777551,"House","Entire home/apt",6,1,2,3,"Real Bed",150,100,45,1,0,1,30,60,90,365,7,97,10,8,10,10,10,10,"f","moderate","f","f",1,1.88,36,160,0
"within a few hours","f",354,354,"Loyal Heights","Ballard",47.68289384,-122.3833531,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",299,0,155,1,0,2,12,42,72,347,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",8,0,32,190,192
"within an hour","f",2,2,"Loyal Heights","Ballard",47.68183545,-122.3789029,"House","Private room",2,1,1,1,"Real Bed",45,0,25,2,35,2,20,20,20,173,13,86,9,8,9,9,9,8,"f","flexible","f","f",2,2.39,39,178,31
"within an hour","f",1,1,"Loyal Heights","Ballard",47.6765357,-122.3927758,"House","Private room",2,1,1,1,"Real Bed",47,0,20,1,0,1,21,40,70,342,38,95,10,10,10,10,10,10,"f","moderate","f","f",1,5.56,74,183,46
"within an hour","f",2,2,"Loyal Heights","Ballard",47.68108978,-122.3779032,"Apartment","Private room",2,1,1,1,"Real Bed",38,0,25,1,0,2,23,37,66,66,2,100,10,10,10,10,10,10,"f","flexible","f","f",2,1.62,42,172,24
"within an hour","f",4,4,"Loyal Heights","Ballard",47.68616973,-122.3772476,"Townhouse","Entire home/apt",4,1.5,1,1,"Real Bed",150,0,100,1,0,1,30,60,90,96,11,96,10,9,10,9,9,9,"t","moderate","f","f",4,1.63,32,151,118
"within a few hours","f",4,4,"Loyal Heights","Ballard",47.67916479,-122.3918983,"House","Private room",2,1,1,1,"Real Bed",80,0,0,1,0,1,0,0,7,241,3,100,10,10,10,10,10,9,"f","flexible","f","f",1,0.56,49,179,43
"within a few hours","f",1,1,"Loyal Heights","Ballard",47.67710277,-122.3773924,"Townhouse","Private room",2,1,1,1,"Pull-out Sofa",69,100,15,2,0,1,28,58,88,363,6,97,10,10,10,10,10,10,"f","moderate","f","f",1,1.35,46,180,45
"within a few hours","f",1,1,"Loyal Heights","Ballard",47.67713177,-122.3779184,"House","Entire home/apt",3,1,2,1,"Real Bed",89,0,15,2,15,2,0,0,0,0,86,99,10,10,10,10,10,10,"f","strict","f","f",1,4.22,44,161,134
"within an hour","f",2,2,"Loyal Heights","Ballard",47.67655779,-122.3885564,"Condominium","Private room",2,1,1,1,"Real Bed",70,100,0,1,0,1,18,18,18,266,2,100,10,10,10,10,10,10,"f","strict","f","f",2,0.65,43,184,32
"a few days or more","f",1,1,"Victory Heights","Lake City",47.71232886,-122.3010031,"House","Private room",2,1,1,1,"Real Bed",40,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,4,4,0
"within a few hours","f",2,2,"Victory Heights","Lake City",47.71861918,-122.2983694,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,0,0,1,0,1,30,60,90,365,11,94,10,10,9,10,8,9,"f","flexible","f","f",2,1.42,45,45,0
"within a few hours","f",2,2,"Victory Heights","Lake City",47.701453,-122.308225,"House","Private room",2,1,1,1,"Real Bed",60,0,0,1,15,1,30,60,90,365,23,94,10,9,10,10,9,10,"f","flexible","f","f",2,1.1,23,164,166
"within an hour","f",1,1,"Victory Heights","Lake City",47.71089867,-122.3118761,"House","Entire home/apt",3,1,1,1,"Real Bed",70,0,5,3,10,1,21,51,81,355,4,85,9,9,10,10,10,9,"t","flexible","f","f",1,2.67,37,178,62
"within a few hours","f",2,2,"Victory Heights","Lake City",47.7012206,-122.3081497,"House","Private room",1,1,1,1,"Real Bed",50,0,0,1,0,1,27,29,59,334,20,95,9,9,10,10,9,9,"f","flexible","f","f",2,1.34,23,164,167
"within a day","f",1,1,"Victory Heights","Lake City",47.71624879,-122.3118106,"Apartment","Private room",2,1,1,1,"Real Bed",45,0,25,2,25,1,0,0,2,277,29,92,10,9,10,10,9,9,"f","flexible","f","f",1,1.62,43,183,42
"N/A","f",1,1,"Victory Heights","Lake City",47.71328237,-122.3029508,"House","Private room",2,1,1,1,"Real Bed",200,0,0,1,0,1,30,60,90,365,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.2,36,119,55
"within an hour","f",1,1,"Victory Heights","Lake City",47.71705327,-122.302838,"House","Entire home/apt",3,1,0,1,"Real Bed",65,150,0,1,10,1,23,53,83,358,106,95,10,10,10,10,9,10,"f","strict","f","f",1,5.78,43,182,191
"within an hour","f",2,2,"Victory Heights","Lake City",47.7048788,-122.3095825,"House","Private room",2,1,1,1,"Real Bed",50,0,0,1,0,1,0,0,0,128,7,91,10,9,10,9,9,10,"f","moderate","f","f",1,0.23,36,166,130
"within a day","f",1,1,"Victory Heights","Lake City",47.7125858,-122.3107041,"House","Private room",2,1,1,1,"Airbed",60,400,50,2,20,1,30,60,90,365,4,100,10,9,10,10,10,10,"f","flexible","f","f",1,0.62,35,145,16
"within a few hours","f",2,2,"Victory Heights","Lake City",47.71654756,-122.2981948,"Apartment","Private room",1,1,1,1,"Real Bed",60,0,0,1,15,1,30,60,90,365,2,100,9,10,10,9,9,10,"f","flexible","f","f",2,0.3,27,100,15
"N/A","f",1,1,"Victory Heights","Lake City",47.71230539,-122.3114857,"House","Entire home/apt",4,1,2,2,"Real Bed",129,400,120,0,0,4,0,0,0,2,6,93,9,10,10,10,8,10,"f","strict","f","f",1,0.29,40,127,33
"within a day","f",2,2,"Matthews Beach","Lake City",47.69497183,-122.2774815,"House","Private room",2,1,1,1,"Real Bed",60,0,0,1,30,1,30,60,90,365,9,89,9,8,9,10,9,9,"f","flexible","t","t",2,0.31,0,191,191
"N/A","f",1,1,"Matthews Beach","Lake City",47.705059,-122.2809825,"House","Private room",2,2,1,1,"Real Bed",50,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,41,148,59
"within a day","f",1,1,"Matthews Beach","Lake City",47.69454685,-122.2765863,"House","Entire home/apt",4,1,2,2,"Real Bed",150,0,50,2,5,5,25,55,85,174,12,98,10,10,10,10,10,10,"f","moderate","f","f",1,0.75,30,190,59
"within an hour","f",1,1,"Matthews Beach","Lake City",47.69333124,-122.2743091,"House","Entire home/apt",4,1,2,2,"Real Bed",125,0,50,0,0,4,19,37,67,329,23,99,10,10,10,10,10,10,"t","moderate","f","f",1,1.16,37,180,182
"within a day","f",1,1,"Matthews Beach","Lake City",47.70245477,-122.2764195,"House","Entire home/apt",4,1,1,2,"Real Bed",119,150,50,2,20,2,5,31,61,336,37,97,10,10,10,10,10,10,"f","moderate","f","f",1,2.22,39,167,168
"within an hour","f",1,1,"Matthews Beach","Lake City",47.70249345,-122.2774304,"House","Entire home/apt",2,1,1,1,"Real Bed",87,150,30,2,15,2,24,54,84,359,26,95,10,10,10,10,10,9,"f","moderate","f","f",1,1.38,39,181,185
"within an hour","f",1,1,"Matthews Beach","Lake City",47.69816977,-122.2753087,"House","Entire home/apt",2,1,1,1,"Real Bed",130,0,90,1,0,5,28,31,61,336,3,100,9,10,10,10,10,10,"f","strict","f","f",1,0.46,38,69,0
"within a day","f",3,3,"Matthews Beach","Lake City",47.69911332,-122.2730057,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,0,0,1,0,6,19,49,79,271,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,43,43,0
"within a day","f",1,1,"Matthews Beach","Lake City",47.70032554,-122.2778899,"Apartment","Private room",2,1,1,1,"Real Bed",65,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,42,42,0
"within a few hours","f",1,1,"Matthews Beach","Lake City",47.69523395,-122.2726466,"House","Entire home/apt",8,2.5,4,4,"Real Bed",250,0,125,0,0,3,30,60,90,186,12,95,10,9,10,10,10,10,"t","strict","f","f",1,2.08,21,130,52
"within an hour","f",5,5,"Matthews Beach","Lake City",47.7169176,-122.2831694,"House","Entire home/apt",8,1.5,3,3,"Real Bed",159,0,69,4,25,1,21,38,58,324,6,90,10,9,10,10,9,10,"f","strict","f","f",4,2.14,38,179,58
"within a day","f",2,2,"Matthews Beach","Lake City",47.69424174,-122.2772464,"House","Private room",2,1,1,1,"Real Bed",60,0,0,1,30,1,30,60,90,365,14,94,10,9,10,10,9,9,"f","flexible","t","t",2,0.5,0,191,191
"within an hour","f",1,1,"Matthews Beach","Lake City",47.70439931,-122.2891185,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",91,0,30,1,0,1,25,55,85,170,5,100,10,10,10,10,10,10,"t","flexible","f","f",1,2.34,44,170,109
"N/A","f",1,1,"Matthews Beach","Lake City",47.71316886,-122.2795788,"House","Private room",1,1,1,1,"Real Bed",125,400,50,2,10,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,43,181,23
"within an hour","f",1,1,"Matthews Beach","Lake City",47.69902654,-122.2845274,"House","Private room",2,1,1,1,"Real Bed",43,0,0,1,0,1,0,18,47,82,5,88,10,10,10,10,9,9,"t","flexible","f","f",1,3.49,45,159,0
