"","x"
"311",0.0101804813936729
"109",0.0146465322670572
"2457",0.0280523686267331
"1929",0.0171798807462385
"2490",0.00993475342357461
"2565",0.0137972064804783
"1507",0.153940607046628
"2056",0.0479986378548056
"234",0.0118073765865859
"1758",0.0244957708343714
"2558",0.0154612554360888
"2243",0.0117481730770479
"502",0.023135887828034
"595",0.0304214996477102
"2394",0.0186431301911797
"546",0.022966596878112
"230",0.0774352218880556
"1989",0.102720236045311
"1433",0.0932177107906456
"1367",0.028834587703474
"3646",0.0204091682286937
"2347",0.0092377131847608
"2755",0.0484815249120517
"2988",0.015648086283362
"3467",0.0912430142811449
"1013",0.0150211647308684
"1668",0.0243127497416073
"2617",0.0186729324313593
"1727",0.0249806553053896
"3125",0.0117986682224308
"1470",0.0162275296776353
"695",0.0455368933571327
"388",0.0154754997508828
"2232",0.0637064521532703
"3684",0.0129737476548246
"738",0.0165892554158327
"140",0.0119653905662279
"2309",0.0228545436426846
"3316",0.0138986058169728
"1573",0.00949629381457747
"628",0.0295853028547253
"1392",0.107304826740378
"1542",0.0253942298017401
"233",0.0133572463026955
"569",0.0273746986277103
"2923",0.00986018922961292
"2688",0.0158984518312262
"2675",0.00988423345596322
"1986",0.0134951869863141
"830",0.0164611517328405
"167",0.0170597429386372
"2809",0.00897142321436234
"24",0.0256280830966277
"2862",0.0226644727467213
"1584",0.017403889034135
"890",0.0633982273160913
"178",0.0132852208561307
"2580",0.0166875292640089
"2913",0.0100370243408434
"3666",0.0197018906446685
"80",0.022845855768756
"1593",0.0334427267415915
"2193",0.00863708393404744
"2756",0.0496234875289409
"3585",0.0242723076341178
"2922",0.010207246976149
"3404",0.0140427474799611
"1868",0.0265197075517243
"1048",0.0246298217697859
"653",0.0176142022313888
"3167",0.0217144451481458
"3514",0.0835777097103519
"3376",0.0186572865040838
"2733",0.0319330648441689
"888",0.0320347364762317
"90",0.0168483870907486
"1976",0.0593075286880704
"3764",0.0137774497427261
"1253",0.0154219626987126
"1312",0.010446586483717
"1707",0.0722608003758227
"3476",0.0210894236137409
"2214",0.0198714788574784
"32",0.0269557398011108
"1266",0.0143334099845077
"2746",0.0271241938112308
"3239",0.0468293703470675
"1014",0.0194956051146362
"711",0.0263685401244294
"461",0.0480461988743303
"1319",0.0134219815445869
"3227",0.0174588256315581
"3479",0.0263337646727771
"768",0.0301078649183179
"3396",0.0106838804004123
"916",0.0365245041902894
"1152",0.0197979613614084
"3372",0.0174251159830408
"566",0.0229389946496929
"3710",0.0526875582717743
"1645",0.050515879632357
"1421",0.0318822342039871
"2765",0.0244844541316254
"212",0.0107068056144275
"1097",0.0188231437551182
"622",0.0423404321726102
"3401",0.0150654055838866
"1002",0.0264349195435648
"1107",0.0289245652427605
"3188",0.0236510798738891
"3792",0.0153266628791721
"1364",0.0345553671707174
"3680",0.0113664811593133
"1468",0.0205724359961768
"1383",0.0208831300167864
"1088",0.0247873481739756
"1568",0.0303198558211227
"15",0.0159357967912973
"3785",0.0136698277819078
"736",0.0416431273568111
"1838",0.0451365990430898
"1240",0.0127128802203157
"2929",0.0110281152386222
"3694",0.0202385125953381
"460",0.0117219034294136
"3640",0.0155796862318327
"1216",0.0140164887134294
"2128",0.0516859293814594
"678",0.0137297729287784
"897",0.029213376656066
"155",0.016324520766942
"954",0.0289164932122226
"3652",0.0435842424456433
"364",0.0343442163267319
"3168",0.0108211112920967
"1547",0.0176260310317405
"1528",0.0265211459216452
"1112",0.0218590692874318
"3695",0.120755319930137
"3798",0.0147632489894165
"252",0.0139043344149277
"2544",0.0151115121212685
"813",0.0241510970534284
"662",0.0199773771853504
"114",0.025330707793891
"1761",0.0459651297987894
"2112",0.0306988628149902
"937",0.0315360040194758
"1814",0.0221229190827937
"1328",0.0167474532251622
"3269",0.0128059176032499
"981",0.0219386952812289
"3034",0.0104059640978386
"1617",0.0199686075778634
"3036",0.0303335670206161
"1999",0.0364010158603666
"2626",0.0140982049966821
"2645",0.0695199290495217
"2310",0.0151581379601478
"3579",0.0389483187764682
"37",0.0990780911555118
"3240",0.0300544169109688
"2925",0.0126157794890823
"3648",0.0166827997901662
"1406",1
"1480",0.0174027594858504
"2130",0.0102706335079905
"2289",0.0185527457212518
"638",0.0249319096457286
"1680",0.024405991898768
"1345",0.0266955391874097
"3677",0.038796944182663
"2705",0.0220794417963943
"3784",0.017756144993853
"3668",0.017231089572498
"62",0.0194706231880165
"1908",0.0422813674461624
"3448",0.0216555428101847
"2153",0.0121779229798774
"1878",0.0341384096755907
"2082",0.0447028300497366
"1697",0.0292954449310695
"704",0.0148326027599477
"3139",0.0525554225060178
"2513",0.0206601990700208
"636",0.0298296063421466
"639",0.0809002193432994
"3331",0.0144606577628261
"3129",0.0170689606882192
"1632",0.0231575788312932
"672",0.0289716344996593
"1318",0.0138736300422974
"23",0.0197696481901524
"1880",0.0277206686859814
"430",0.0282574765133228
"3431",0.0865817302795884
"3813",0.0118567201459548
"3676",0.0292771991356845
"1621",0.123362701297723
"2845",0.0532448822141012
"390",0.0258522277111163
"3599",0.0135579730752463
"2283",0.0124090601340596
"2471",0.0130725759793867
"3145",0.00993112805774889
"343",0.0158589990842641
"616",0.0463919629743947
"1100",0.0175073726934139
"883",0.0267995932249045
"3190",0.0356434097268917
"367",0.0181089748762963
"14",0.0287105829810322
"869",0.105291256876601
"2654",0.0387497691546136
"2684",0.0260084911303141
"1827",0.19404659393246
"739",0.0167318384853424
"2611",0.0152547593543868
"1473",0.0144554565793846
"1234",0.0198423944186818
"1923",0.0177593174251129
"2935",0.0396695611726535
"1356",0.0245278135708447
"3402",0.0191222799642583
"852",0.0260123470453542
"1267",0.0295400855038891
"2505",0.0122245555530362
"2433",0.0232254529330582
"776",0.0189115567938405
"2629",0.0242383024629789
"3197",0.0439348860157311
"3487",0.0390672999205229
"922",0.0330887810680303
"1368",0.102854684056454
"665",0.0232653074428857
"1895",0.038324998048749
"199",0.102542063536142
"1700",0.021292216875249
"2965",0.0150014876534684
"2905",0.0213154562812374
"3006",0.0160069261259077
"2683",0.0163235470670845
"3266",0.0151934777020387
"3340",0.0131362611769171
"1235",0.0166248574592759
"462",0.0184827885973996
"3430",0.0315898056409121
"1180",0.0141738961178081
"3641",0.0120637879976814
"1871",0.0420251842428186
"488",0.0280279283855666
"435",0.214326876165262
"1576",0.0308503790784283
"3215",0.0119308144094404
"1726",0.0238768843185082
"2672",0.0342979715106229
"2209",0.0137164942556354
"2561",0.01637589209255
"2572",0.0229901535336875
"2431",0.0219990746056593
"917",0.0342210580604643
"979",0.0166556974614373
"1861",0.0463572601779743
"1343",0.0211657736131035
"978",0.0156514910422088
"2115",0.083233159833028
"3634",0.0322509911054708
"240",0.0220258241252066
"382",0.02243884103811
"957",0.0125844639725314
"2710",0.0265279862212105
"1333",0.0138041668315802
"3172",0.0348318028301459
"2978",0.0117277382416332
"2238",0.0307138675670074
"2735",0.0317419482455913
"3109",0.0127435658121883
"3425",0.0152642012034559
"735",0.0290829795202516
"2887",0.0222727927880641
"2840",0.0151491946849571
"493",0.0684329087612221
"2482",0.0171569784400046
"3320",0.0130384147804415
"3398",0.0146827453431381
"2814",0.0547355145171215
"2780",0.0206062932429406
"3683",0.0873356325620317
"2382",0.0237167262923142
"2829",0.0164171992294011
"2176",0.0106340449863823
"3645",0.0342748300611309
"33",0.0208800208275473
"3805",0.00893403657995619
"1930",0.0211736925551253
"1577",0.0115351632762688
"1683",0.0260173551394329
"1394",0.0178132855777049
"1534",0.0219341250173153
"1705",0.0238525483907584
"1017",0.0255209979154838
"2133",0.0108378224692035
"1163",0.067036048347516
"3526",0.0217722284295641
"929",0.0854953245598615
"53",0.013826700078977
"3043",0.013987591267012
"104",0.020896344113301
"2893",0.0145141536985974
"1572",0.0168911135930647
"1855",0.0444719507435527
"3078",0.014823411551342
"512",0.0207867121845834
"2451",0.03379085190897
"1752",0.0352233371839385
"1037",0.0314986311335244
"3794",0.0133572355219438
"2303",0.0147385415544205
"3470",0.0283957829931436
"1602",0.0190046147552191
"983",0.0213600082773476
"3260",0.0337557378318164
"3496",0.0278396332120616
"935",0.0554667609833675
"3108",0.0166039269031282
"3664",0.0177780491134278
"722",0.0305743240677888
"294",0.0302019049671966
"992",0.0145464236837723
"1058",0.0237115194216154
"11",0.0152912105034065
"1850",0.0491792666467771
"2931",0.0105969406929052
"2094",0.0184126003348276
"3098",0.0148676164750767
"1277",0.0133869275698775
"3497",0.0829204525594918
"2001",0.0543220261665682
"2285",0.0105388169483865
"3174",0.0207078700261187
"2963",0.0119197653930299
"465",0.0174437674988702
"939",0.0144002022029539
"249",0.0497778282576462
"43",0.0135163873577029
"3307",0.0121229812126937
"3082",0.0173949074756699
"1404",0.0182079825134491
"1142",0.0228267864338129
"3284",0.0282629426529241
"1499",0.147483698740585
"268",0.0189487815925848
"1449",0.0235894441277883
"1950",0.0161656743715722
"1391",0.0152225222486094
"676",0.0102058733035654
"445",0.0301973309726403
"906",0.032428411155012
"2794",0.0221286714264306
"1557",0.00989133602851659
"1227",0.0138407150745803
"1808",0.0187202089054139
"3155",0.017685689156195
"1362",0.0236934373050109
"1351",0.0191630341463011
"1482",0.0151282737744175
"511",0.0247581911370263
"429",0.211216857140973
"481",0.0167390644456816
"2740",0.0776516051569107
"770",0.0266087039880534
"3473",0.0273381778807804
"164",0.222972919491573
"2286",0.0295832053599367
"1385",0.0216438037142459
"3150",0.0309099520610935
"1050",0.026930159756363
"2566",0.0156388339936952
"1729",0.0207903734738048
"3221",0.023323971669356
"490",0.0183925719295622
"2817",0.0156515804417576
"3179",0.0293802516246522
"3741",0.0142360205893026
"2979",0.0292808923084665
"3299",0.0489583542005471
"1979",0.0157230530957161
"3441",0.0215258250281146
"1397",0.0189968004982994
"126",0.0163853683825759
"655",0.0175686372687021
"2185",0.0107470238618268
"545",0.0255982945641522
"1064",0.0192444168468083
"3681",0.0595954215606863
"1877",0.030075029556219
"3354",0.0162731664561058
"2802",0.0224643450056767
"3178",0.0319528917979149
"1674",0.0379844652556756
"1399",0.0222122208071689
"280",0.0304788963322183
"293",0.0154338064114651
"441",0.0130066118027878
"2848",0.0167954192114238
"1994",0.0199287416974362
"1200",0.0128368880296722
"3044",0.0151734600590918
"436",0.0795021701226063
"543",0.0469840294280246
"2568",0.0204888435112896
"1276",0.0110392396822356
"2719",0.0143784782052623
"2504",0.0232347851916278
"3418",0.0222183288184365
"216",0.0106137932910753
"3293",0.101572588515097
"103",0.015094944244914
"1763",0.0260452918037739
"728",0.0126786288904222
"3021",0.0344453965496413
"2921",0.0193576569780513
"1302",0.012537542556215
"1819",0.0230343225822245
"3070",0.0351461517647343
"2619",0.0141429002529365
"2410",0.033647157395201
"2379",0.0206124542157683
"3314",0.0144213983974639
"1463",0.0175218222845667
"1682",0.0242217000305678
"498",0.024883162636281
"1232",0.022746288400709
"2610",0.0206445430391432
"2065",0.0217717139601204
"3020",0.0185436785573719
"2969",0.0141142693943585
"1426",0.0272730585127598
"3208",0.0111249895956311
"331",0.0537065832184946
"3524",0.021015423230247
"290",0.0153064244425862
"1721",0.0218719320707136
"1437",0.0126080950144625
"2236",0.0119368912183688
"2952",0.0135825626684918
"518",0.0252183370172179
"3253",0.019457912235943
"3610",0.0225593629706799
"2219",0.0281455822771946
"2333",0.0165123457037536
"844",0.0185135992172995
"3675",0.0312907868586063
"1301",0.0239077229446013
"3289",0.0269570151230227
"3522",0.119612896595683
"1610",0.0144463883566526
"2095",0.0316835660527497
"392",0.0806065567300163
"1600",0.0151995350718406
"2632",0.0687023759683783
"3811",0.0854833247867459
"3083",0.0166804528953732
"3250",0.018951426958746
"585",0.0278210264371756
"3715",0.0351134414125201
"3086",0.0193837394691164
"2384",0.0345725823831856
"2135",0.0324071492740946
"224",0.0147318053498852
"930",0.0381320194817437
"1213",0.0140210141988784
"3658",0.0374919995313581
"70",0.0185557956451669
"2266",0.0109851774703054
"2392",0.0205006899830412
"96",0.0165923440888052
"3471",0.0213886822083217
"2820",0.0216147362398988
"1212",0.0197797129920646
"2329",0.0126671423775843
"701",0.0128142230217812
"1963",0.0135057789597125
"3249",0.0161517011924089
"2810",0.0429886051767131
"1128",0.015290423004224
"1771",0.0169308550622754
"1005",0.0145415779395328
"1182",0.0168938898517072
"1247",0.0129466947262718
"2488",0.0118737525332248
"207",0.0151897100900328
"943",0.0827008028826404
"1233",0.0165658174682354
"1346",0.0154365596638752
"3523",0.0200446661539729
"3732",0.0125552527595856
"1900",0.0354540769043517
"3762",0.0638106697798982
"1655",0.0230116510097216
"398",0.0188793697278283
"2198",0.00960114352066306
"3752",0.0359342445039703
"3081",0.0168237387455944
"3346",0.0522072388187437
"2470",0.00861110352709202
"2188",0.0189185832039732
"2045",0.0101585899611695
"3085",0.0183484167160771
"1849",0.0384073224919438
"1666",0.0219763260401418
"2416",0.0315886478214725
"748",0.0237062947246728
"815",0.0169555467608366
"1164",0.0637520487538533
"591",0.0290917460309755
"1173",0.085304154604243
"3147",0.0131904222269782
"3556",0.0172743864435612
"1177",0.0121635944550735
"99",0.0229113361993372
"2911",0.0169552929905828
"3539",0.0298218166652076
"1089",0.0303583896834876
"3247",0.0146024384237007
"1947",0.0291597425685622
"842",0.0147389143967042
"2355",0.0111090988450608
"2242",0.00884012316245135
"900",0.0263978586360976
"2902",0.0139250805270889
"803",0.0122896939379413
"2411",0.080745474453404
"2007",0.0169883573496284
"563",0.0208957041538795
"3274",0.0173971089681916
"1836",0.0582202405409394
"1574",0.0112364934279917
"183",0.016840621641372
"2815",0.010489275378863
"2479",0.0308553580586465
"3482",0.0339091229198181
"1847",0.0425992188747426
"3797",0.0144732547761758
"1667",0.0425072390346546
"2350",0.0170650256802454
"3452",0.0295529315414309
"2990",0.046752601706176
"2587",0.0252704854002166
"3578",0.0212180128022699
"2972",0.0123710119767446
"2314",0.0132193432992636
"1158",0.0128973778717203
"3164",0.0201610019007446
"2850",0.0128856641247991
"3031",0.0175819976314642
"2894",0.0264406736560875
"4",0.0169072550957283
"257",0.0162275959597847
"1802",0.0163788616432461
"1493",0.0169414869518016
"1055",0.0328565150666881
"2605",0.0387181024268663
"2624",0.0195903803016311
"2507",0.0149235027604247
"3127",0.0128532823213848
"851",0.024443349868512
"2706",0.01275220843555
"908",0.0373143745044881
"2892",0.0116825576776785
"305",0.0307880885472171
"2061",0.0166217119824773
"1179",0.0209384562177539
"2108",0.0111157354753693
"1311",0.0263301455984854
"1422",0.0223298637576724
"177",0.031344223750653
"3793",0.0104102644423264
"607",0.0357836057419362
"747",0.0258030994214764
"1698",0.0322075598194027
"46",0.0449357481060493
"2549",0.0147836412006192
"2550",0.0174033636351128
"527",0.0186421837568475
"3193",0.0155304270976626
"267",0.0122121961209975
"612",0.038894768043968
"86",0.0204592973396816
"174",0.0133041791341579
"2143",0.0171971711896898
"2772",0.0230621251923912
"1587",0.013351805138157
"3305",0.0617276572346648
"18",0.0152781622153635
"1208",0.0304749931718622
"855",0.0544073826366212
"3351",0.0143888757777734
"1431",0.061232673567238
"3191",0.0174092092083086
"187",0.0129058314650752
"1105",0.0287975408136597
"3300",0.0291921119354219
"531",0.0340821636354427
"2175",0.0205209134642408
"338",0.021075279049527
"632",0.0319329478205791
"3241",0.0756502107905386
"819",0.0191436524926082
"1257",0.0286235395764373
"2026",0.0171906672462524
"1119",0.0188760898288786
"2452",0.0359087611691402
"49",0.0377407487694779
"2284",0.0235375920021703
"1357",0.345734308968907
"1094",0.0165825977251228
"1611",0.0136786296514819
"3263",0.0126486604258845
"3312",0.0128643865810922
"336",0.0168306283793854
"2653",0.0391223795991682
"2081",0.0523098961298912
"3120",0.0147018217822687
"1982",0.107754293570005
"3017",0.0112569019209278
"2401",0.0340814690487749
"921",0.059030646665195
"2941",0.00975379433745885
"818",0.0356526782081112
"635",0.0276983060278217
"2432",0.0623953232164014
"1538",0.0557928200163638
"2395",0.0176302116394182
"1991",0.0339827139023097
"514",0.0190593289051709
"1998",0.0140852539379125
"1846",0.055055930057263
"3742",0.0160449597105163
"59",0.0256877442938559
"3749",0.0350536395271711
"3608",0.0130540743297614
"3395",0.0127829084454626
"2389",0.0280337752396093
"3815",0.0209436745755101
"781",0.0119107594745143
"836",0.0137190063426131
"225",0.0786376830684396
"2035",0.0546813605240683
"2144",0.00893324264418662
"3413",0.0193980486714975
"570",0.0261732395403241
"3748",0.0329493138930798
"3279",0.0199659760813078
"2172",0.0315436045993144
"2709",0.0158291363746108
"3443",0.0244965461214915
"1410",0.0287488159581692
"48",0.0174262118400164
"3801",0.0101051925440517
"1706",0.0676063616279979
"2652",0.0283284279874498
"788",0.11042920114923
"447",0.0240660816410948
"1756",0.023387486782715
"1124",0.0359578787016443
"3209",0.0222858738246914
"610",0.0564934065376598
"2760",0.0604343114140476
"1952",0.0123932888610406
"3807",0.0172154022772479
"2843",0.0125237984071223
"2876",0.0120297197840688
"857",0.0230331946032074
"879",0.0583647018453702
"115",0.0158476122331236
"1555",0.013436999043861
"3507",0.0262126908220086
"1025",0.0205881614049888
"3149",0.0166712707909747
"3500",0.0223863200759132
"1435",0.0149687039034988
"480",0.0191730827027001
"1476",0.0172718608504005
"1316",0.016767021321907
"1966",0.0718108021332295
"3264",0.0726989564752478
"1219",0.0193423534516803
"2149",0.0143475595880667
"1337",0.0134156006834716
"1881",0.0280073760657341
"1529",0.0228302638948992
"1530",0.0289712815333428
"3234",0.0184059975920757
"1730",0.345090878044294
"3377",0.0148165020989296
"2093",0.0392273459401516
"3558",0.0185252725296437
"3311",0.0145079536098343
